game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_coaches_before_final,team2_coaches_before_final,team1_ap_preseason,team2_ap_preseason,team1_ap_final,team2_ap_final,,team1_bpi,team2_bpi
2019-1181-1396,1181,1396,2019,1,11,W01,W11b,1,11,W,W,R4W1,washington,38.9,-77.04,Duke,Temple,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,fran-dunphy-1,Fran Dunphy,7,16,0,0,0,0,270,160,323,23,8,23,8,580,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,50.37468776,33.05785124,73.11320755,6.315789474,51.14035088,32.67045455,67.68488746,6.744379684,37.67514271,38.17787419,54.79289941,49.93849938,0.121583215,0.077251429,73.6764,72.2812,113.184,120.204,91.745,88.2449,70.1158,68.8256,105.306,108.991,100.186,99.563,36.00159,-78.94226,39.980943,-75.158267,3,,5,,4,,5,,,21.7,6.7
2019-1181-1251,1181,1251,2019,1,12,W01,W12,1,12,W,W,R3W1,washington,38.9,-77.04,Duke,Liberty,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,ritchie-mckay-1,Ritchie Mckay,0,1,0,0,0,0,123,81,239,28,5,28,5,288,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,56.88073394,36.61971831,77.90432802,7.458292444,48.38076546,32.89036545,66.73003802,8.76656473,41.98698995,37.1375694,53.54523227,46.02026049,0.094850864,0.08243583,73.6764,72.2812,113.184,120.204,91.745,88.2449,64.9577,61.8485,111.547,110.669,95.7813,99.8723,36.00159,-78.94226,37.350345,-79.179688,3,,5,,4,,5,,,21.7,7.2
2019-1181-1387,1181,1387,2019,1,13,W01,W13,1,13,W,W,R3W1,washington,38.9,-77.04,Duke,St Louis,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,travis-ford-1,Travis Ford,0,6,0,0,0,0,51,48,274,22,11,22,11,329,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,47.06331045,31.26984127,60.02570694,11.74408414,47.32690622,31.15220484,71.70731707,10.06864989,32.45749614,38.12364425,54.17690418,55.07246377,0.106054879,0.089839877,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.1129,66.2813,100.583,102.762,95.5929,96.5508,36.00159,-78.94226,38.636516,-90.23343,3,,5,,4,,5,,,21.7,4.5
2019-1181-1463,1181,1463,2019,1,14,W01,W14,1,14,W,W,R4W1,washington,38.9,-77.04,Duke,Yale,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,james-jones-3,James Jones,1,1,0,0,0,0,309,271,271,21,6,21,6,309,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,55.76559546,37.23776224,72.10743802,10.933082,47.12535344,31.15264798,73.4496124,7.655954631,35.09202454,37.69817968,57.65877958,49.71428571,0.078352587,0.099447514,73.6764,72.2812,113.184,120.204,91.745,88.2449,72.6803,70.811,108.955,110.552,99.2049,102.279,36.00159,-78.94226,41.310189,-72.92886,3,,5,,4,,5,,,21.7,6.2
2019-1181-1133,1181,1133,2019,1,15,W01,W15,1,15,W,W,R4W1,washington,38.9,-77.04,Duke,Bradley,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,brian-wardle-1,Brian Wardle,0,0,0,0,0,0,58,73,138,20,13,20,13,153,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,46.66666667,36.83360258,69.17057903,11.59554731,46.38218924,33.00283286,71.86009539,7.192982456,35.19044912,39.57399103,52.36842105,53.61527967,0.077922673,0.084798203,73.6764,72.2812,113.184,120.204,91.745,88.2449,65.8042,65.1302,100.293,101.015,98.6984,101.375,36.00159,-78.94226,40.697605,-89.61462,3,,5,,4,,5,,,21.7,-0.6
2019-1181-1295,1181,1295,2019,1,16,W01,W16a,1,16,W,W,R1W1,columbia,34,81.03,Duke,N Dakota St,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,david-richman-1,David Richman,1,1,0,0,0,0,95,65,65,18,14,18,14,95,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,52.44596132,36.84210526,76.47058824,6.643658326,52.89042278,36.64596273,74.57627119,9.670079636,48.17216981,35.71824737,46.06299213,44.99411072,0.070764935,0.079430029,73.6764,72.2812,113.184,120.204,91.745,88.2449,66.4861,64.8533,108.198,106.675,110.054,109.873,36.00159,-78.94226,46.894523,-96.805689,3,,5,,4,,5,,,21.7,-1.5
2019-1181-1300,1181,1300,2019,1,16,W01,W16b,1,16,W,W,R1W1,columbia,34,81.03,Duke,NC Central,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,levelle-moton-1,Levelle Moton,3,3,0,0,0,0,189,133,133,18,14,18,14,189,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,51.67464115,31.1774461,70.36363636,6.912028725,50.89766607,31.53310105,68.77394636,10.90909091,36.58980583,34.00473934,59.47802198,52.54010695,0.078097968,0.090949533,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.1363,65.2686,100.502,96.7551,100.749,108.661,36.00159,-78.94226,35.974237,-78.898602,3,,5,,4,,5,,,21.7,-5.4
2019-1181-1211,1181,1211,2019,1,1,W01,X01,1,1,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Gonzaga,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,mark-few-1,Mark Few,19,19,8,8,1,1,565,120,120,30,2,30,2,565,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,62.258314,36.50568182,76.74094708,13.57466063,43.06184012,30.91168091,69.5481336,4.949729312,35.25287932,34.61538462,55.93220339,41.11675127,0.105400729,0.071960337,73.6764,72.2812,113.184,120.204,91.745,88.2449,71.5883,69.8432,123.829,125.258,90.7597,92.3982,36.00159,-78.94226,47.668144,-117.403062,3,4,5,1,4,3,5,1,,21.7,22.9
2019-1181-1276,1181,1276,2019,1,2,W01,X02,1,2,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Michigan,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,john-beilein-1,John Beilein,8,12,4,6,2,2,276,147,322,28,4,28,4,569,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,51.80299033,35.13870542,69.45525292,10.47835991,44.57099468,28.43691149,65.28384279,9.498680739,39.96832101,28.73376623,53.56725146,44.71544715,0.094494754,0.057437988,73.6764,72.2812,113.184,120.204,91.745,88.2449,65.4197,64.652,108.236,115.716,89.2552,86.0482,36.00159,-78.94226,42.276138,-83.743132,3,18,5,11,4,19,5,10,,21.7,17.8
2019-1181-1403,1181,1403,2019,1,3,W01,X03,1,3,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Texas Tech,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,chris-beard-1,Chris Beard,1,2,1,1,0,0,71,29,34,26,5,26,5,101,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,52.88461538,36.76703645,72.77310924,15.31707317,41.26829268,30.11869436,69.17057903,6.905594406,35.54929577,39.67039435,53.64396655,48.72204473,0.108502006,0.094709378,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.7066,66.6081,108.08,112.826,87.1746,86.0594,36.00159,-78.94226,33.580309,-101.876917,3,,5,6,4,,5,7,,21.7,16.9
2019-1181-1199,1181,1199,2019,1,4,W01,X04,1,4,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Florida St,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,leonard-hamilton-1,Leonard Hamilton,6,9,2,3,0,0,354,214,424,27,6,27,6,554,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,50.98039216,33.55263158,74.06380028,12.53241141,46.24027658,32.5613079,72.47437775,8.333333333,38.30645161,38.81544157,49.82935154,44.18604651,0.099331503,0.07837549,73.6764,72.2812,113.184,120.204,91.745,88.2449,69.2552,68.3149,106.629,113.105,95.7851,90.5492,36.00159,-78.94226,30.439741,-84.290883,3,15,5,13,4,17,5,12,,21.7,14.4
2019-1181-1266,1181,1266,2019,1,5,W01,X05,1,5,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Marquette,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,steve-wojciechowski-1,Steve Wojciechowski,1,1,0,0,0,0,97,67,67,24,8,24,8,97,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,50.54347826,39.31731985,75.88235294,11.09350238,44.77020602,31.90883191,68.18830243,8.786231884,41.7414248,35.74338086,51.78365938,50.06337136,0.067458992,0.097582189,73.6764,72.2812,113.184,120.204,91.745,88.2449,70.6568,68.6533,108.714,114.27,96.7389,95.8589,36.00159,-78.94226,43.038765,-87.928122,3,,5,22,4,,5,23,,21.7,12.2
2019-1181-1138,1181,1138,2019,1,6,W01,X06,1,6,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Buffalo,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,nate-oats-1,Nate Oats,2,2,0,0,0,0,95,41,41,31,2,31,2,95,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,55.74712644,33.54297694,68.81258941,10.48951049,48.71794872,29.75206612,69.55835962,8.456486043,43.92265193,36.06557377,54.95495495,40.09489917,0.096601272,0.067499634,73.6764,72.2812,113.184,120.204,91.745,88.2449,74.6814,73.8244,112.955,115.006,94.4045,94.6738,36.00159,-78.94226,43.000416,-78.78919,3,,5,16,4,,5,18,,21.7,12.8
2019-1181-1305,1181,1305,2019,1,7,W01,X07,1,7,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Nevada,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,eric-musselman-1,Eric Musselman,2,2,1,1,0,0,110,32,32,29,3,29,3,110,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,55.07637017,35.13838748,70.79646018,11.13989637,46.02763385,33.37645537,67.16697936,7.187780773,42.74691358,40.03107198,54.58563536,51.95954488,0.087144108,0.06407655,73.6764,72.2812,113.184,120.204,91.745,88.2449,70.9379,69.283,113.948,114.125,94.465,95.1961,36.00159,-78.94226,39.552523,-119.82526,3,9,5,17,4,7,5,14,,21.7,13.2
2019-1181-1393,1181,1393,2019,1,8,W01,X08,1,8,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Syracuse,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,jim-boeheim-1,Jim Boeheim,33,33,18,18,5,5,1047,383,383,20,12,20,12,1047,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,49.48162111,32.95597484,68.08199122,16.6842661,46.4625132,32.3255814,72.29299363,9.707822809,42.83405172,47.59269507,50.31766201,67.68802228,0.122374194,0.097720052,73.6764,72.2812,113.184,120.204,91.745,88.2449,67.2957,66.1282,103.506,110.328,97.0521,94.027,36.00159,-78.94226,43.037587,-76.135062,3,14,5,,4,16,5,,,21.7,10.9
2019-1181-1124,1181,1124,2019,1,9,W01,X09,1,9,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Baylor,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,scott-drew-1,Scott Drew,7,7,4,4,0,0,317,207,218,19,12,19,12,337,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,50.81374322,33.95721925,67.38410596,13.86861314,47.08029197,34.13533835,67.96267496,12.20614828,40.34519957,37.76263487,54.28921569,55.31628533,0.091581831,0.08924556,73.6764,72.2812,113.184,120.204,91.745,88.2449,66.6446,65.3193,107.248,113.646,100.481,98.3427,36.00159,-78.94226,31.545956,-97.119359,3,,5,,4,,5,,,21.7,9.9
2019-1181-1196,1181,1196,2019,1,10,W01,X10,1,10,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Florida,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,michael-white-1,Michael White,2,2,1,1,0,0,88,51,91,19,14,19,14,189,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,49.76830399,33.45410628,71.84801382,11.26005362,48.61483467,31.97080292,69.02800659,8.989805375,43.4189827,37.97117517,51.10565111,48.75491481,0.109531238,0.09381979,73.6764,72.2812,113.184,120.204,91.745,88.2449,64.8004,62.7575,104.227,110.318,97.2175,91.9997,36.00159,-78.94226,29.638248,-82.361195,3,,5,,4,,5,,,21.7,11.6
2019-1181-1113,1181,1113,2019,1,11,W01,X11a,1,11,W,X,R5WX,minneapolis,44.98,-93.27,Duke,Arizona St,mike-krzyzewski-1,Mike Krzyzewski,34,34,24,24,12,12,1056,283,342,29,4,29,4,1129,bobby-hurley-1,Bobby Hurley,1,2,0,0,0,0,72,56,76,22,9,22,9,114,58.30258303,30.19559902,68.9747004,16.36107193,44.92242595,29.34926959,69.09788868,7.970479705,37.6438104,34.6844772,52.16972035,48.83449883,0.128026719,0.088266868,50.61324612,34.11764706,67.06875754,9.698681733,47.17514124,33.57843137,70.89655172,9.076042518,35.73305307,43.45047923,51.11633373,54.83870968,0.084913007,0.086619801,73.6764,72.2812,113.184,120.204,91.745,88.2449,72.1332,70.56,106.426,109.886,99.8027,98.6844,36.00159,-78.94226,33.421922,-111.940011,3,,5,,4,,5,,,21.7,7.4
